listing_id,host_name,room_type,description,borough,nbhood,last_review,price
30361847,Owen,entire home/apt,"One bedroom apartment in Brooklyn, NY",Brooklyn, Park Slope,June 29 2019,110
30367011,Hayley,private room,Quiet Neighborhood Close to Trendy Spots,Brooklyn, Williamsburg,April 20 2019,65
30367724,Dylan,private room,Cozy private room in Williamsburg,Brooklyn, Williamsburg,June 30 2019,50
30367948,Daron,entire home/apt,Beautiful apartment in Brooklyn Heights,Brooklyn, Brooklyn Heights,May 18 2019,125
30369014,Tiphaine,private room,Private room with a view- cosy apt in East Village,Manhattan, Gramercy,June 05 2019,150
30369494,Hugo,private room,LOFT EXPERIENCE IN HEART OF WILLIAMSBURG,Brooklyn, Williamsburg,June 23 2019,69
30369652,Abe,entire home/apt,Central Park Loft,Manhattan, Upper West Side,June 20 2019,175
30369751,Marjolein,private room,Private bedroom w/ bathroom in cozy UWS apartment,Manhattan, Upper West Side,January 03 2019,95
30370124,Anting,private room,Cozy Room 1,Brooklyn, Downtown Brooklyn,May 27 2019,119
30370564,Emily,entire home/apt,LINCOLN CENTER / LUXURY 2BED 2BATH,Manhattan, Upper West Side,May 12 2019,260
30370565,Mario & Maria,private room,"Cozy private room in NYC 
25 mins from Midtown",Queens, Jackson Heights,February 18 2019,59
30370613,Jared & Rachel,entire home/apt,Central & Comfy East Village Studio,Manhattan, East Village,July 02 2019,189
30370642,Jacqueline,entire home/apt,"Serene,  Clean Studio in South Williamsburg",Brooklyn, Williamsburg,June 16 2019,105
30370778,Wei,private room,Large room  2 min walk to subway near mall,Queens, Rego Park,June 19 2019,45
30372287,Brandon,entire home/apt,Private Floor in Brownstone near Prospect Park,Brooklyn, Prospect Heights,January 05 2019,140
30372486,Andrew,private room,Luxury Apt - Private Suite  in Theater District,Manhattan, Hell's Kitchen,July 03 2019,180
30373102,Manuel,private room,Big cozy room in Washington Heights,Manhattan, Washington Heights,January 03 2019,80
30373480,Samantha,entire home/apt,Cozy Nook in Trendy Lower East Side,Manhattan, Lower East Side,June 23 2019,214
30373928,Diana And Peter,private room,*Beautiful Private Room near Subway,Brooklyn, Bedford-Stuyvesant,June 15 2019,65
30374290,André,private room,Private Bedroom w/ Queen Size bed in Williamsburg,Brooklyn, Williamsburg,June 03 2019,60
30374563,Barbara,entire home/apt,Open & Bright Williamsburg 1 Bed Loft,Brooklyn, Williamsburg,June 03 2019,195
30375114,Sara,private room,South Prospect Park Private Middle Room F&Q subway,Brooklyn, Kensington,July 07 2019,36
30376063,Nina,private room,Industrial Chic Stuyvesant Bedroom Madison 1R-1,Brooklyn, Bedford-Stuyvesant,May 19 2019,42
30376368,Pam,entire home/apt,Hip East Village Flat,Manhattan, East Village,June 28 2019,75
30376416,Lukia,private room,pinlia,Queens, Flushing,June 14 2019,40
30376690,Emily,entire home/apt,Charming Harlem Studio!,Manhattan, Harlem,July 01 2019,119
30376805,Nate,private room,Penthouse Apartment to view July 4th Fireworks,Manhattan, Chinatown,July 07 2019,95
30377021,Abby,shared room,Shared Room 4 FEMALE Guests 30mins to Manhattan-2,Brooklyn, Sheepshead Bay,June 01 2019,25
30377430,Nina,private room,Modern Private Stuyvesant Room Madison 1R-3,Brooklyn, Bedford-Stuyvesant,May 25 2019,42
30377654,Ariana,entire home/apt,Greenpoint Creative's Apartment,Brooklyn, Greenpoint,June 10 2019,100
30377718,Nina,private room,Sunny Stuyvesant Private Bedroom Madison 1R-4,Brooklyn, Bedford-Stuyvesant,February 13 2019,42
30378040,Nina,private room,Artsy Stuyvesant Private Bedroom Madison 2L-1,Brooklyn, Bedford-Stuyvesant,March 05 2019,42
30378751,Shane,entire home/apt,Homely One Bedroom on a quite safe street!,Queens, Astoria,June 28 2019,250
30378764,James,entire home/apt,Luxurious Manhattan Apartment with Rooftop Views,Manhattan, Harlem,June 21 2019,150
30378844,Nina,private room,Mellow Stuyvesant Bedroom Madison 2L-2,Brooklyn, Bedford-Stuyvesant,June 01 2019,42
30378982,Jenni,entire home/apt,Modern Brooklyn Zen with Private Garden,Brooklyn, Carroll Gardens,July 07 2019,250
30379067,Wesley,private room,Large Room in Sunnyside,Queens, Long Island City,January 01 2019,100
30379843,Javier,entire home/apt,"Your NY home for Quality time , Fully Equipped !",Brooklyn, Bushwick,July 07 2019,90
30387600,Blueground,entire home/apt,"Cozy Midtown Studio w/ Gym, near Penn Station by Blueground",Manhattan, Midtown,January 02 2019,238
30387820,Blueground,entire home/apt,Cozy Central Chelsea Studio w/ Balcony + Doorman by Blueground,Manhattan, Chelsea,January 31 2019,303
30388057,Blueground,entire home/apt,Dreamy 1BR in Hip East Village w/ Doorman + Gym by Blueground,Manhattan, East Village,February 28 2019,312
30388100,Blueground,entire home/apt,Light-filled Studio in Swanky Chelsea w/ Gym + Doorman by Blueground,Manhattan, Chelsea,April 24 2019,321
30388352,Blueground,entire home/apt,"Lofty UES 1BR w/ Indoor pool, Doorman, City views by Blueground",Manhattan, Upper East Side,March 31 2019,289
30389262,Kazuya,private room,Large Couples Room for that Perfect New York Stay,Queens, Woodside,January 31 2019,62
30390975,Jennifer,private room,Room & Private Bath + Free Gym/Pool/Theater/More!,Brooklyn, Williamsburg,March 26 2019,88
30391061,Marie,entire home/apt,Travelers Delight - Minutes from JFK and MTA,Queens, Springfield Gardens,May 15 2019,150
30392569,Blueground,entire home/apt,"Picture-perfect Flatiron Studio w/ Rooftop + Gym, by Blueground",Manhattan, Chelsea,February 03 2019,255
30392623,Blueground,entire home/apt,"Dapper Park Ave Studio w/ Gym, near Grand Central by Blueground",Manhattan, Murray Hill,February 27 2019,282
30392930,Blueground,entire home/apt,Bright + Mod Tribeca Studio w/ Indoor pool + Gym by Blueground,Manhattan, Tribeca,February 05 2019,332
30393099,Blueground,entire home/apt,Handsome Tribeca Studio w/ Indoor pool + Gym by Blueground,Manhattan, Tribeca,March 15 2019,305
30393251,Blueground,entire home/apt,"Darling Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",Manhattan, Chelsea,January 31 2019,314
30393836,Blueground,entire home/apt,"Chic Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",Manhattan, Chelsea,February 23 2019,278
30393853,Zahid,entire home/apt,Spacious 1 Bedroom in Historic Brownstone,Brooklyn, Bedford-Stuyvesant,June 28 2019,75
30394133,Blueground,entire home/apt,Friendly Midtown East Studio w/ Great light + Gym by Blueground,Manhattan, Kips Bay,April 11 2019,237
30394518,Blueground,entire home/apt,Opulent FiDi Studio w/ Great Rooftop + Gym by Blueground,Manhattan, Financial District,February 15 2019,189
30395040,Taylor,entire home/apt,Naturally Lit/ Cozy & Cute Studio in Flatbush,Brooklyn, Flatbush,June 11 2019,90
30395433,Roberta,private room,Gorgeous NYC apt.  near everything! (Women only),Manhattan, Midtown,July 07 2019,90
30396100,Nina,private room,"Private Bedroom in Prime Bushwick, GREAT Location!",Brooklyn, Bushwick,April 30 2019,47
30396953,Mary,entire home/apt,Bright South Slope Studio,Brooklyn, Sunset Park,June 30 2019,250
30397278,Bill,shared room,Cozy loft bed,Manhattan, Gramercy,July 01 2019,69
30398077,Shampa,private room,A large Sunny Bedroom in Astoria,Queens, Astoria,May 13 2019,120
30398373,Svetlana,entire home/apt,Fifth Ave/Central Park Studio Apt,Manhattan, Midtown,June 23 2019,200
30398938,Studioplus,entire home/apt,Perfect Location in Manhattan,Manhattan, Midtown,June 17 2019,240
30399177,475,private room,Next to train-Spacious-Sleeps 2-Flex Chk In Times,Manhattan, Harlem,April 13 2019,160
30399408,Ashley,entire home/apt,Cozy Studio in Upper East Side,Manhattan, Upper East Side,June 16 2019,70
30399435,Ev,entire home/apt,"East Village Gem for 7, 1 block to train",Manhattan, Lower East Side,June 23 2019,313
30399972,Motlaq,private room,Charming room Newly Renovated Apt30 mins from city,Brooklyn, Borough Park,May 21 2019,65
30400100,Ollie,entire home/apt,"Greenwich Village/ Noho Duplex Flat! Bright, Luxe",Manhattan, East Village,June 22 2019,308
30400390,Isabella,entire home/apt,Cozy Exposed Brick Apartment in Brooklyn !,Brooklyn, Columbia St,June 16 2019,100
30400423,Mia,private room,Amazing Room Close to Metro,Brooklyn, Bedford-Stuyvesant,June 11 2019,60
30400683,Roberto,private room,Amazing place Harlem (10 min walk Central Park),Manhattan, Harlem,March 24 2019,90
30400980,Jacob,entire home/apt,Cozy 2 Bed/1 Bath in the heart of Red Hook,Brooklyn, Red Hook,February 26 2019,120
30401429,Julie,private room,Lovely room in convenient location. J/M & L trains,Brooklyn, Bushwick,June 28 2019,51
30402045,Eric,private room,Large private room in 2nd floor apartment.,Brooklyn, Bedford-Stuyvesant,January 01 2019,25
30403397,Ethan,entire home/apt,Cozy spacious studio close to Times Square,Manhattan, Hell's Kitchen,June 12 2019,150
30403878,David And Annette,private room,*Just right budget room :),Brooklyn, Bedford-Stuyvesant,May 26 2019,55
30404034,Betsy,entire home/apt,Bright 1BR Duplex - Welcome to Bed-Stuy!,Brooklyn, Bedford-Stuyvesant,July 01 2019,115
30404664,Erik,private room,A Large Private Room in Greenpoint- 15 min to Manh,Brooklyn, Greenpoint,May 30 2019,44
30405178,Jessica,entire home/apt,Luxury Apartment in Midtown West,Manhattan, Hell's Kitchen,May 26 2019,243
30406215,Blake,entire home/apt,Comfy Midtown East Getaway,Manhattan, Midtown,June 03 2019,290
30406311,Rob,private room,Private room (Bee Room) in Bushwick Brownstone,Brooklyn, Bushwick,May 07 2019,65
30406899,Rob,private room,Private room (Paris Room) in Bushwick Brownstone,Brooklyn, Bushwick,May 06 2019,55
30407158,Imade,private room,BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE,Manhattan, East Village,May 31 2019,115
30408787,Dystini,private room,Clean + Comfortable Bedroom in West Harlem,Manhattan, Harlem,May 26 2019,30
30415541,Daniel,entire home/apt,"Lovely 2 BR Skyline View , 5 Min to Manhattan",Queens, Long Island City,July 02 2019,250
30417368,Dan,entire home/apt,Great 1br near Prospect Park,Brooklyn, Flatbush,June 25 2019,120
30417665,Joe,entire home/apt,MANHATTAN Upper West LUXURY -- for  5. Free Parkng,Manhattan, Washington Heights,July 07 2019,140
30417877,Carlos,private room,Private Room #2 in Brooklyn,Brooklyn, Bedford-Stuyvesant,June 26 2019,50
30418156,Eric,private room,Cozy room in Doormen/Elev. bldg by Grand Central,Manhattan, Midtown,February 20 2019,70
30418220,Aziza,private room,Aziza's Cosy Apartment,Manhattan, Harlem,January 02 2019,65
30418770,Afrah,private room,Beautiful bedroom in a 3 bedroom apartment,Brooklyn, Bushwick,June 25 2019,50
30418905,Lionel,private room,Private Room In Brooklyn Community House,Brooklyn, Borough Park,March 30 2019,35
30421561,Blueground,entire home/apt,"Ideal UES 1BR w/ Doorman, near Central Park by Blueground",Manhattan, Upper East Side,January 11 2019,245
30421742,Leonardo,private room,"""Mi casa es su casa"" Welcome home",Brooklyn, Williamsburg,July 05 2019,90
30422813,Nancy,entire home/apt,Studio in East Williamsburg - Steps to Subway,Brooklyn, Williamsburg,January 18 2019,95
30423106,Louann,private room,Lou's Palace-So much for so little,Queens, Rosedale,July 08 2019,45
30423282,Obinna,private room,Lovely Aprt. 6 mins walk from Utica Av. Station,Brooklyn, Crown Heights,January 10 2019,25
30423571,Jonathan,private room,Bushwick Bedroom,Brooklyn, Bushwick,May 31 2019,35
30424508,Melissa,private room,Bright + cozy room in leafy Williamsburg apartment,Brooklyn, Williamsburg,June 24 2019,50
30424707,Shannon,entire home/apt,"Beautiful, comfortable 1bedroom in Hell's Kitchen!",Manhattan, Hell's Kitchen,June 22 2019,150
30425766,Askhat,shared room,Bed in a shared male room,Brooklyn, Bedford-Stuyvesant,May 20 2019,30
30425770,-TheQueensCornerLot,entire home/apt,Queens Corner Lot,Queens, Queens Village,July 07 2019,150
30426001,Paul,private room,South Harlem Share,Manhattan, Harlem,July 05 2019,65
30427521,Fryske,entire home/apt,"Cozy, bright Bohemian pad in NYC's Epic Village",Manhattan, Greenwich Village,June 04 2019,110
30427669,Lana,private room,Private Rooms in Brooklyn,Brooklyn, Bay Ridge,January 18 2019,40
30428469,Nikki,entire home/apt,"Cozy, spacious Studio located on Upper East Side",Manhattan, Upper East Side,January 01 2019,175
30428479,Mr,entire home/apt,"Clean, Warm, and Comfortable !",Brooklyn, East Flatbush,June 24 2019,125
30428730,Camellia,entire home/apt,Charming Studio in the heart of West Village,Manhattan, West Village,January 01 2019,215
30429469,Gabriel,private room,Time Square - DOUBLE DOUBLE ROOM,Manhattan, Hell's Kitchen,April 16 2019,199
30429519,Ruben And Will,private room,Bright room in a newly renovated Apt in Brooklyn,Brooklyn, Crown Heights,May 05 2019,45
30429620,Gabriel,private room,BIG APPLE - SUNNY  DOUBLE DOUBLE,Manhattan, Hell's Kitchen,June 10 2019,199
30429625,Ahmed,private room,Guest Room with 2 beds in Bayridge Brooklyn,Brooklyn, Fort Hamilton,January 01 2019,90
30429780,Gabriel,private room,GOTHAM  - DOUBLE DOUBLE,Manhattan, Hell's Kitchen,April 20 2019,199
30429970,Gabriel,private room,TIME SQ WEST- COZY DOUBLE DOUBLE,Manhattan, Hell's Kitchen,June 16 2019,199
30430139,Gabriel,private room,TIME SQ WEST-COZY KING ROOM,Manhattan, Hell's Kitchen,May 27 2019,179
30430185,Gabriel,private room,BIG APPLE - COMFY KING ROOM,Manhattan, Hell's Kitchen,May 05 2019,179
30430235,Gabriel,private room,MANHATTAN WEST - SUNNY KING ROOM,Manhattan, Hell's Kitchen,May 30 2019,179
30430294,Gabriel,private room,MADISON SQ - COZY KING ROOM,Manhattan, Hell's Kitchen,May 01 2019,179
30434346,Dorit,private room,"Prime private room,  on bedford ave in a 2Bd apt",Brooklyn, Williamsburg,May 27 2019,27
30435663,Mya,entire home/apt,Magical Gramercy Apartment,Manhattan, Kips Bay,June 17 2019,200
30435839,Jose,private room,Comfortable sweet room near to JFK airport - 8min,Queens, Rosedale,June 28 2019,55
30437291,Dragomir,private room,Beautiful large room Manhattan/Roosevelt Island,Manhattan, Roosevelt Island,March 08 2019,55
30437417,Lucy,entire home/apt,Spacious 1 Bedroom Brooklyn Apartment,Brooklyn, Clinton Hill,January 01 2019,190
30437498,Jodi,entire home/apt,"LXRY BLDG-next to Central Park, Times Sq,SLEEPS 5!",Manhattan, Hell's Kitchen,June 06 2019,300
30437677,Miriam,entire home/apt,Clean apt for 5 close to the city & with free gym,Brooklyn, Bushwick,July 01 2019,125
30437968,Jonny,entire home/apt,Beautiful one bed in the best part of Brooklyn,Brooklyn, Williamsburg,June 22 2019,295
30438095,Miriam,entire home/apt,Clean apt for 3 close to the city & with free gym,Brooklyn, Bushwick,January 02 2019,125
30438271,Chris,private room,Large Bedroom Next to Central Park,Manhattan, Upper West Side,January 10 2019,95
30438391,Kazuya,private room,Newly built stylish retreat. A couple's haven...,Queens, Maspeth,May 01 2019,63
30438997,Miriam,entire home/apt,Garden apt for 4 near the city & with free gym,Brooklyn, Bushwick,April 21 2019,125
30439073,Anna,entire home/apt,Gorgeous 2 bedroom condo with a Manhattan skyline,Queens, Long Island City,June 22 2019,225
30439210,CASA Heidi,entire home/apt,Charming 2 Bedroom in Park Slope,Brooklyn, Park Slope,June 28 2019,300
30439398,Noelle,private room,Super Sunny Room in Calm Bed-Stuy Apartment,Brooklyn, Bedford-Stuyvesant,May 18 2019,40
30439600,Maria,entire home/apt,"NY Penthouse in Midtown, Near everything Christmas",Manhattan, Hell's Kitchen,January 01 2019,149
30439783,Helen,private room,The Halsey Treehouse,Brooklyn, Bushwick,January 01 2019,90
30439949,Abella,entire home/apt,Fantastic sunny apartment and  10 Min to Manhattan,Brooklyn, Williamsburg,July 04 2019,160
30440226,Xiangjun,private room,Sky-luxury building 1b1b Main bedroom rental,Manhattan, Hell's Kitchen,May 29 2019,207
30440488,Nina,private room,Gorgeous Private Bedroom Madison 2L-4,Brooklyn, Bedford-Stuyvesant,January 26 2019,42
30440903,Nina,private room,Amazing Bedroom in Bushwick Madison 3L-3,Brooklyn, Bedford-Stuyvesant,May 21 2019,42
30441211,Lancelot,private room,Excellent large private room - HK/Columbus Cir,Manhattan, Hell's Kitchen,June 29 2019,115
30441504,Susan,entire home/apt,"Large, Comfortable 2 Bedroom Apartment",Manhattan, Kips Bay,June 24 2019,275
30441751,Olivia,entire home/apt,"Spacious, Sunny Apartment in Bed Stuy",Brooklyn, Bedford-Stuyvesant,June 16 2019,195
30441795,James,private room,Stunning Luxury Priv. Room: Prime Upper East!,Manhattan, Upper East Side,March 17 2019,100
30442211,Nina,private room,Whole Bedroom in Co-Living Space Madison 3L-4,Brooklyn, Bedford-Stuyvesant,May 30 2019,35
30442257,Olivia,entire home/apt,"Luxury Building 15 mins from LES
Manhattan",Brooklyn, Bushwick,April 09 2019,180
30442290,Nina,private room,Modern Private Bedroom in Stuyvesant Madison 3L-5,Brooklyn, Bedford-Stuyvesant,May 08 2019,42
30442333,Clarabel,entire home/apt,"Lovely  colonial house in Queens, New York.",Queens, College Point,June 03 2019,150
30442665,Jennifer,private room,"Private Bedroom in Williamsburg, Brooklyn",Brooklyn, Williamsburg,May 25 2019,65
30442870,Nina,private room,Furnished Bedroom in Brooklyn Madison 2R-1,Brooklyn, Bedford-Stuyvesant,April 08 2019,42
30443961,Chi,private room,"Cozy Private Bedroom in NYC ""LES"" Manhattan!",Manhattan, Lower East Side,June 30 2019,60
30444675,Carolina,entire home/apt,Lovely Apartment in Upper West,Manhattan, Upper West Side,May 16 2019,120
30444773,Ramon,entire home/apt,Comfortable Space in the Center of Brooklyn,Brooklyn, Bedford-Stuyvesant,June 23 2019,75
30445028,Miriam,private room,Midtown Priv. Lux.Room in a Penthouse (only girls),Manhattan, Chelsea,June 28 2019,110
30445079,Atma,entire home/apt,Spiritual Oasis in the East Village,Manhattan, East Village,January 04 2019,189
30445539,Daniela,private room,Cozy & clean private bedroom. Brooklyn NY,Brooklyn, Williamsburg,April 02 2019,55
30446253,Edna,private room,"Affordable, quiet, tasteful bedspace",Brooklyn, East Flatbush,July 01 2019,35
30447266,Luis,entire home/apt,ENJOYABLE APT. FOR LONG STAY. 15 MIN. TO MANHATTAN,Queens, Sunnyside,June 25 2019,149
30448539,Brett,private room,Lower East Side Tenement Get Away,Manhattan, Lower East Side,January 06 2019,50
30448678,Askhat,shared room,Bed in a shared male room2,Brooklyn, Bedford-Stuyvesant,July 07 2019,30
30449094,Linda,private room,Private Room in A Family House,Staten Island, Arrochar,January 01 2019,65
30449111,Carl,private room,Bxny Yankees,Bronx, Concourse,June 03 2019,99
30450834,Mina,private room,Mina‚Äôs House,Queens, Jamaica,April 14 2019,29
30451593,Gloria,private room,HOLIDAY RENTAL: Great Room Close to Trains!,Brooklyn, Bushwick,January 01 2019,30
30452520,Anna,shared room,"Cozy bedroom in heart of Manhattan, next to Empire",Manhattan, Midtown,June 08 2019,90
30453281,Ella,private room,‚òØ Ur Cool & Cozy Chambers ‚òØ,Manhattan, Washington Heights,July 02 2019,50
30457958,Samantha,entire home/apt,East village renovated studio,Manhattan, East Village,June 30 2019,175
30458672,David,private room,Newly renovated with elevator room 1,Manhattan, Two Bridges,June 28 2019,79
30459588,Melissa,shared room,Beautiful and open apartment in Hamilton Heights,Manhattan, Harlem,July 02 2019,34
30460675,Rachel,entire home/apt,2 Bedroom Williamsburg Oasis w/Private Backyard,Brooklyn, Williamsburg,June 18 2019,150
30461720,Lucy,entire home/apt,"Cozy yet Spacious 1BR Apt, 25 Min from Manhattan",Queens, Elmhurst,January 25 2019,75
30462343,Frankie,entire home/apt,‚≠êSPRING/SUMMER SALE- LARGE OUTDOOR PATIO‚≠ê,Manhattan, Chelsea,April 28 2019,299
30462998,Mohan,entire home/apt,Urban Oasis Steps from Central Park,Manhattan, Harlem,June 19 2019,112
30463017,Mora,entire home/apt,Classy welcoming 3-bedroom - 20 Mins to Manhattan,Brooklyn, Bushwick,July 06 2019,125
30464086,Kersaint,entire home/apt,Naelle studio,Brooklyn, East Flatbush,June 09 2019,150
30464498,Christine,entire home/apt,"Ideally located cozy, quiet apartment",Manhattan, Hell's Kitchen,January 02 2019,145
30464926,Aponte & Tat,private room,"BK. Private entrance, w pool and gym",Brooklyn, Bushwick,June 24 2019,55
30465758,Max,private room,Stylized room in Harlem 141 st,Manhattan, Harlem,July 07 2019,50
30466053,Laurence,entire home/apt,Awesome 2 bed apartment in LES,Manhattan, Lower East Side,January 01 2019,195
30466608,Kay,entire home/apt,Manhattan studio near Central Park & Times Square.,Manhattan, Upper West Side,June 22 2019,115
30466737,JenJoy,private room,Art Life in the City ‚Äì from Brooklyn to Manhattan,Brooklyn, Williamsburg,June 30 2019,72
30467785,Alexa,entire home/apt,Private Chic Midtown 1 BD Apt Theater District,Manhattan, Hell's Kitchen,July 01 2019,264
30468177,Xavier,entire home/apt,Sunny apartment in the heart of Williamsburg,Brooklyn, Williamsburg,June 30 2019,150
30468550,Melissa,entire home/apt,Lovely one-bedroom in Hamilton Heights,Manhattan, Harlem,June 06 2019,101
30468686,Amber,private room,Minimal Bed-stuy Bedroom with Fire Escape,Brooklyn, Bedford-Stuyvesant,July 01 2019,70
30468736,Rebecca,entire home/apt,Spacious apt in Brooklyn Brownstone 1 min to Metro,Brooklyn, Prospect-Lefferts Gardens,June 21 2019,185
30469105,DaNeilia,entire home/apt,"Global Sanctuary ~ Brooklyn, Entire House",Brooklyn, East Flatbush,March 08 2019,125
30469789,Shelley,entire home/apt,Big bright apartment in hip neighborhood,Brooklyn, Greenpoint,February 17 2019,150
30470126,Freddy,private room,Spacious and Cozy Room - Just like Home,Queens, Ridgewood,January 01 2019,50
30470365,Rebecca,entire home/apt,Cozy Brooklyn Apartment,Brooklyn, Bushwick,June 29 2019,250
30470373,Oliver,entire home/apt,‚≠ê$1.6 MILLION CHELSEA FLAT‚≠êLUXURY AND LOCATION!,Manhattan, Chelsea,June 19 2019,261
30473558,Ariel,private room,Cozy comfortable room,Manhattan, Harlem,June 19 2019,52
30474972,Paola,private room,1 bedroom in newly renovated apartment,Manhattan, Harlem,June 19 2019,100
30475015,Rebecca,private room,Room in Charming Brooklyn Apartment,Brooklyn, Bushwick,May 07 2019,50
30476053,Nana & Karim,entire home/apt,Gorgeous 2 Bed Oasis near Vibrant Prospect Park!,Brooklyn, Flatbush,April 29 2019,90
30476363,Luis,entire home/apt,"COZY APARTMENT, CLOSE TO MIDTOWN-MANHATTAN.",Queens, Sunnyside,July 01 2019,129
30476370,Laura,private room,Sweet BR (B) in owner's duplex very near subway,Brooklyn, East Flatbush,July 01 2019,75
30476876,Samanta,private room,"Cozy studio is all you need, 20 mins to Manhattan",Queens, Astoria,July 01 2019,109
30477370,Jae,private room,Luxury bedroom with River View,Manhattan, Roosevelt Island,May 19 2019,100
30477526,Jenae,entire home/apt,Cozy Getaway in Harlem,Manhattan, Harlem,May 18 2019,275
30478388,Hanine,private room,"Your home away from home, private cozy room",Queens, East Elmhurst,July 01 2019,29
30483084,Hezla,entire home/apt,Spacious Two Bedroom in Crown Heights,Brooklyn, Crown Heights,June 23 2019,125
30489218,Anuj,entire home/apt,"Gorgeous 1-bedroom apt in Williamsburg, Brooklyn",Brooklyn, Williamsburg,May 16 2019,72
30489379,Imoy,shared room,Calm bed. perfect for students and travelers.,Brooklyn, Bedford-Stuyvesant,January 09 2019,19
30494093,Paget,entire home/apt,Sunny garden apartment in historic Brooklyn,Brooklyn, Boerum Hill,June 30 2019,125
30495338,Louie,entire home/apt,"Luxe, Quiet, Bright 1br in Prime Williamsburg",Brooklyn, Williamsburg,July 02 2019,243
30495558,JeanRobert,private room,Peaceful and Clean Home in Fort Greene.,Brooklyn, Clinton Hill,May 10 2019,65
30495769,Alessandro,private room,"Luxury building, best location in williamsburg!!",Brooklyn, Williamsburg,January 31 2019,70
30497529,Nadjah,entire home/apt,1 Bedroom in east village,Manhattan, East Village,July 02 2019,100
30498747,Jason,private room,Luxurious bedroom in Tribeca - walk to World Trade,Manhattan, Tribeca,April 26 2019,97
30499051,Nissa,entire home/apt,Chic and spacious split-level,Manhattan, Upper East Side,June 16 2019,275
30499109,Urszula,entire home/apt,NYC Christmas spirt entire apartment in Brooklyn,Brooklyn, Bushwick,January 08 2019,95
30499662,Gina,private room,Beautiful Bedroom with Private Bath in Brooklyn,Brooklyn, Williamsburg,January 07 2019,55
30501797,Manuela,entire home/apt,Cozy 1 bedroom east village apartment,Manhattan, East Village,January 01 2019,101
30501806,Meredith,entire home/apt,Bright UWS apartment a block from Riverside Park,Manhattan, Upper West Side,May 04 2019,180
30501956,Gina,private room,"3 beds w/ Kitchenette, own bath separate entrance",Queens, Woodside,May 09 2019,99
30502203,Tj,private room,"Clean, Cozy Private Bedroom/Apartment",Manhattan, Harlem,May 27 2019,65
30502914,Candace,private room,Family Suite Beautiful Brooklyn Home,Brooklyn, East Flatbush,July 01 2019,95
30503210,Aura Xenia,entire home/apt,Huge sunny 2bed apt in Harlem. Skyline views!,Manhattan, East Harlem,January 01 2019,300
30504780,Lauren,entire home/apt,NEW Brooklyn studio get away!,Brooklyn, Williamsburg,January 23 2019,200
30505350,Yuli,entire home/apt,A place to crash in historical Bed-Stuy,Brooklyn, Bedford-Stuyvesant,June 24 2019,100
30505732,Manuela,entire home/apt,Renovated 2-Bedroom Apt in Williamsburg with Patio,Brooklyn, Williamsburg,June 15 2019,165
30505964,Sarah,entire home/apt,Cozy renovated Brooklyn apt near LGA JFK NYC,Brooklyn, East New York,July 01 2019,120
30506672,Melissa,entire home/apt,Peaceful Haven in NYC!,Manhattan, Upper East Side,January 03 2019,125
30506799,Daisy,entire home/apt,Cozy Williamsburg Apt in the Coolest Neighborhood!,Brooklyn, Williamsburg,January 01 2019,200
30507110,Daehan,private room,Small room in shared APT near CUMC.,Manhattan, Washington Heights,June 23 2019,45
30507545,Daniella,entire home/apt,Nice & Big 2 Bedroom Apartment in The East Village,Manhattan, East Village,June 27 2019,260
30508185,Sujeiry,private room,Cozy private bedroom,Queens, Howard Beach,July 06 2019,40
30509658,Andrew,entire home/apt,Quiet Apartment in Times Square / Hell‚Äôs Kitchen,Manhattan, Hell's Kitchen,June 23 2019,295
30509757,Shogo,private room,"Cozy area, Woodside!  w/ 3windows& AC",Queens, Woodside,March 29 2019,32
30510275,Lilian,entire home/apt,"Charming, well-located with everything you need!",Brooklyn, Fort Greene,May 22 2019,119
30510347,Ashley,private room,"Modern, Sunlit Brooklyn Apartment",Brooklyn, Crown Heights,June 04 2019,55
30511096,Karen,private room,Private room,Brooklyn, Sunset Park,June 16 2019,40
30511301,Omer,entire home/apt,Sunny 2 Bdr Apartment in Williamsburg (1000sqf),Brooklyn, Williamsburg,June 16 2019,180
30511773,Jacqueline,private room,"Sunny, Comfy, Artsy 1BR in Astoria",Queens, Astoria,June 30 2019,75
30511873,Piyawan,entire home/apt,Cozy studio middle of Manhattan/ close to Time sq.,Manhattan, Hell's Kitchen,April 04 2019,130
30512146,Victor,entire home/apt,Artsy Upper East Side Apartment,Manhattan, Upper East Side,April 22 2019,200
30512304,Mark,entire home/apt,Quiet and safe one bedroom in Upper Manhattan,Manhattan, Washington Heights,July 01 2019,150
30512507,Irene,entire home/apt,Cozy Sunbathed Studio in Brooklyn,Brooklyn, Bedford-Stuyvesant,June 27 2019,70
30513862,Bijan,entire home/apt,Romantic New York City Get-Away,Manhattan, Harlem,May 13 2019,95
30514000,Batka,private room,"Cozy, quite, clean place to feel like home",Manhattan, Inwood,June 01 2019,40
30514166,Jonathan,private room,Queen Bedroom newly renovated Bushwick Apartment,Brooklyn, Williamsburg,June 24 2019,38
30514401,Fidel,private room,1 bedroom,Manhattan, Washington Heights,June 17 2019,40
30518222,Kazuya,private room,Clean & Lovely Couples Room Near Mall & Manhattan,Queens, Elmhurst,June 01 2019,51
